file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	symmetric_percent	maxnode	total
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_SIFT	0.0080997360	0	0.028	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.34	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0080997360	0.004	0.036	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.401	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_WINDOW2	0.0080997360	0	0.004	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.641	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_WINDOW3	0.0080997360	0	0	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.047	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_WINDOW4	0.0080997360	0.004	0	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.784	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_ANNEALING	0.0080997360	0.004	2.896	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.91	157	160
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_SIFT		0	0.024	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.105	157	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_SYMM_SIFT		0.004	0.032	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.426	157	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_WINDOW2		0	0.004	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.248	157	160
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_WINDOW3		0.004	0	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.209	158	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_WINDOW4		0	0.004	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.653	158	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_ANNEALING		0	2.992	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.315	157	159
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_SIFT	0.0100000000	0	0.024	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.468	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.0100000000	0.004	0.048	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.357	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_WINDOW2	0.0100000000	0	0.004	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.854	156	157
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_WINDOW3	0.0100000000	0	0	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.742	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_WINDOW4	0.0100000000	0.004	0.008	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.745	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_ANNEALING	0.0100000000	0	2.872	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.753	157	158
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0.004	0.028	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.273	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.04	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.46	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0.004	0.004	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.334	156	159
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.435	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0	0.008	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.938	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0	2.968	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	368.052	157	160
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_SIFT	0.0000000000	0	0	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8631.22	27	31
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8627.25	27	31
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8638.89	29	35
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8629.63	29	35
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8627.78	29	35
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_ANNEALING	0.0000000000	0	0.164	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8679.63	27	31
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_SIFT	0.0067643980	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8627.25	28	31
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0067643980	0	0	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8652.12	28	31
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_WINDOW2	0.0067643980	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8657.41	27	30
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_WINDOW3	0.0067643980	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8632.01	27	30
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_WINDOW4	0.0067643980	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8687.83	27	30
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_ANNEALING	0.0067643980	0	0.116	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8631.75	28	31
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_SIFT		0	0	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8624.07	27	30
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_SYMM_SIFT		0	0.004	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8631.48	27	30
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_WINDOW2		0	0	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8649.21	29	33
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_WINDOW3		0	0	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8637.3	29	35
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_WINDOW4		0	0	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8689.15	28	35
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_ANNEALING		0	0.156	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8656.08	28	32
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_SIFT	0.0000000000	0	0.004	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8659.79	28	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8668.52	28	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_WINDOW2	0.0000000000	0	0	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8682.8	27	30
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_WINDOW3	0.0000000000	0	0	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8657.94	27	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8632.8	27	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_ANNEALING	0.0000000000	0	0.16	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8654.76	41	46
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0	0	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8625.13	28	31
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.004	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8676.72	28	31
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8625.66	27	33
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0	0	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8637.04	28	35
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8652.38	27	34
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0	0.152	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8630.95	42	47
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_SIFT	0.0700000000	0.028	0.184	3.27212e+82	24507	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	65.5897	856	1441
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0700000000	0.024	0.188	3.27212e+82	24507	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	65.4972	856	1441
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_WINDOW2	0.0700000000	0.028	0.008	3.27212e+82	24507	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	65.7538	1267	1932
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_WINDOW3	0.0700000000	0.032	0.008	3.27212e+82	24507	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	65.3349	1165	1768
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_WINDOW4	0.0700000000	0.02	0.024	3.27212e+82	24507	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	65.6892	1119	1659
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_ANNEALING	0.0700000000	0.028	87.956	3.27212e+82	24507	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	65.382	624	1214
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_SIFT	0.1555637220	0.036	0.22	3.27212e+82	50879	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3944	1120	1742
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.1555637220	0.028	0.228	3.27212e+82	50879	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.328	1120	1742
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_WINDOW2	0.1555637220	0.024	0.008	3.27212e+82	50879	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.459	4657	5351
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_WINDOW3	0.1555637220	0.024	0.016	3.27212e+82	50879	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4834	2910	3512
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_WINDOW4	0.1555637220	0.028	0.02	3.27212e+82	50879	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.5776	2085	2737
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_ANNEALING	0.1555637220	0.02	86.012	3.27212e+82	50879	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3123	624	1175
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_SIFT		10.608	4.396	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4153	2133	4538
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_SYMM_SIFT		10.432	4.396	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3019	2133	4538
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_WINDOW2		10.648	0.224	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2949	249827	296697
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_WINDOW3		10.164	0.652	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4851	180878	220416
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_WINDOW4		10.644	1.864	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4677	111371	133985
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_ANNEALING		10.596	263.132	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2931	710	1448
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_SIFT	0.0700000000	0.172	0.484	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.527	2501	3891
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.0700000000	0.2	0.488	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.527	2501	3891
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_WINDOW2	0.0700000000	0.212	0.016	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.6126	16787	22581
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_WINDOW3	0.0700000000	0.188	0.028	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.5637	14569	19068
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_WINDOW4	0.0700000000	0.208	0.104	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.5637	13067	17695
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_ANNEALING	0.0700000000	0.216	166.004	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2844	690	1418
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0.196	0.5	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2914	2495	3891
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0.188	0.48	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.6108	2495	3891
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0.156	0.012	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3054	17491	23541
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0.216	0.028	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.5707	16426	21118
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0.152	0.104	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.431	15049	19679
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0.192	173.02	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3856	624	1398
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_SIFT	0.0000000000	0	0	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7515.86	45	50
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.008	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7529.2	45	50
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7542.07	39	43
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7525.52	38	43
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7511.03	38	43
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_ANNEALING	0.0000000000	0	0.228	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7529.66	38	45
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_SIFT	0.0065681190	0	0.008	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7489.66	38	43
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0065681190	0	0.004	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7497.01	38	43
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_WINDOW2	0.0065681190	0	0.004	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7517.47	41	52
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_WINDOW3	0.0065681190	0	0	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7513.33	41	48
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_WINDOW4	0.0065681190	0	0.004	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7523.45	41	46
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_ANNEALING	0.0065681190	0	0.312	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7538.62	39	44
../thesis/xml/REAL-FM-19.xml	FORCE	CUDD_REORDER_SIFT		0	0.008	240	132	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7510.11	44	48
../thesis/xml/REAL-FM-19.xml	FORCE	CUDD_REORDER_SYMM_SIFT		0	0	240	132	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7532.87	44	48
../thesis/xml/REAL-FM-19.xml	FORCE	CUDD_REORDER_WINDOW2		0	0	240	132	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7494.25	39	55
../thesis/xml/REAL-FM-19.xml	FORCE	CUDD_REORDER_WINDOW3		0	0.004	240	132	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7513.79	39	45
../thesis/xml/REAL-FM-19.xml	FORCE	CUDD_REORDER_WINDOW4		0	0	240	132	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7534.71	40	45
../thesis/xml/REAL-FM-19.xml	FORCE	CUDD_REORDER_ANNEALING		0	0.316	240	132	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7502.76	49	54
../thesis/xml/REAL-FM-19.xml	fujita	CUDD_REORDER_SIFT	0.0000000000	0	0	240	251	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7525.52	44	47
../thesis/xml/REAL-FM-19.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.004	240	251	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7518.62	44	47
../thesis/xml/REAL-FM-19.xml	fujita	CUDD_REORDER_WINDOW2	0.0000000000	0	0	240	251	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7525.06	39	65
../thesis/xml/REAL-FM-19.xml	fujita	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	240	251	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7520.23	39	48
../thesis/xml/REAL-FM-19.xml	fujita	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	240	251	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7503.45	41	51
../thesis/xml/REAL-FM-19.xml	fujita	CUDD_REORDER_ANNEALING	0.0000000000	0	0.228	240	251	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7498.85	40	45
../thesis/xml/REAL-FM-19.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0	0	240	236	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7541.84	43	47
../thesis/xml/REAL-FM-19.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0	240	236	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7525.98	43	47
../thesis/xml/REAL-FM-19.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	240	236	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7545.98	39	65
../thesis/xml/REAL-FM-19.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0	0	240	236	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7513.79	39	48
../thesis/xml/REAL-FM-19.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0	0	240	236	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7493.33	41	51
../thesis/xml/REAL-FM-19.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0	0.228	240	236	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7503.68	40	45
../thesis/xml/REAL-FM-20.xml	MINCE	CUDD_REORDER_SIFT	0.0100000000	0	0.008	80658	115	44.0	51.0	1.0	100.0		100.0	3459.51	88	88
../thesis/xml/REAL-FM-20.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0100000000	0	0.012	80658	115	44.0	51.0	1.0	100.0		100.0	3463.42	88	88
../thesis/xml/REAL-FM-20.xml	MINCE	CUDD_REORDER_WINDOW2	0.0100000000	0	0	80658	115	44.0	51.0	1.0	100.0		100.0	3444.61	89	89
../thesis/xml/REAL-FM-20.xml	MINCE	CUDD_REORDER_WINDOW3	0.0100000000	0	0	80658	115	44.0	51.0	1.0	100.0		100.0	3446.72	89	89
../thesis/xml/REAL-FM-20.xml	MINCE	CUDD_REORDER_WINDOW4	0.0100000000	0	0.008	80658	115	44.0	51.0	1.0	100.0		100.0	3445.35	90	90
../thesis/xml/REAL-FM-20.xml	MINCE	CUDD_REORDER_ANNEALING	0.0100000000	0	0.948	80658	115	44.0	51.0	1.0	100.0		100.0	3465.33	90	90
../thesis/xml/REAL-FM-20.xml	mendonca	CUDD_REORDER_SIFT	0.0032976090	0	0.008	80658	122	44.0	51.0	1.0	100.0		100.0	3451.27	88	88
../thesis/xml/REAL-FM-20.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0032976090	0	0	80658	122	44.0	51.0	1.0	100.0		100.0	3450	88	88
../thesis/xml/REAL-FM-20.xml	mendonca	CUDD_REORDER_WINDOW2	0.0032976090	0	0	80658	122	44.0	51.0	1.0	100.0		100.0	3441.01	89	89
../thesis/xml/REAL-FM-20.xml	mendonca	CUDD_REORDER_WINDOW3	0.0032976090	0	0	80658	122	44.0	51.0	1.0	100.0		100.0	3443.23	88	88
../thesis/xml/REAL-FM-20.xml	mendonca	CUDD_REORDER_WINDOW4	0.0032976090	0	0	80658	122	44.0	51.0	1.0	100.0		100.0	3452.11	88	88
../thesis/xml/REAL-FM-20.xml	mendonca	CUDD_REORDER_ANNEALING	0.0032976090	0	0.684	80658	122	44.0	51.0	1.0	100.0		100.0	3456.77	88	88
../thesis/xml/REAL-FM-20.xml	FORCE	CUDD_REORDER_SIFT		0	0.012	80658	149	44.0	51.0	1.0	100.0		100.0	3446.62	160	160
../thesis/xml/REAL-FM-20.xml	FORCE	CUDD_REORDER_SYMM_SIFT		0	0.012	80658	149	44.0	51.0	1.0	100.0		100.0	3452.33	160	160
../thesis/xml/REAL-FM-20.xml	FORCE	CUDD_REORDER_WINDOW2		0	0	80658	149	44.0	51.0	1.0	100.0		100.0	3446.19	125	125
../thesis/xml/REAL-FM-20.xml	FORCE	CUDD_REORDER_WINDOW3		0	0	80658	149	44.0	51.0	1.0	100.0		100.0	3455.92	126	126
../thesis/xml/REAL-FM-20.xml	FORCE	CUDD_REORDER_WINDOW4		0	0.004	80658	149	44.0	51.0	1.0	100.0		100.0	3443.13	124	124
../thesis/xml/REAL-FM-20.xml	FORCE	CUDD_REORDER_ANNEALING		0	0.86	80658	149	44.0	51.0	1.0	100.0		100.0	3451.69	89	89
../thesis/xml/REAL-FM-20.xml	fujita	CUDD_REORDER_SIFT	0.0000000000	0	0.008	80658	172	44.0	51.0	1.0	100.0		100.0	3449.89	161	161
../thesis/xml/REAL-FM-20.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.008	80658	172	44.0	51.0	1.0	100.0		100.0	3456.87	161	161
